"","segment","gage","gageDA","segDA","error","upsegs"
"115","PU5_4170_4020",1610000,3129,3119.358,0.308158,"PM0_4640_4820+PM1_3120_3400+PM1_3450_3400+PM1_3510_4000+PM1_3710_4040+PM1_4000_4290+PM1_4250_4500+PM1_4430_4200+PM1_4500_4580+PM2_2860_3040+PM2_3400_3340+PM2_4860_4670+PM3_3040_3340+PM3_4660_4620+PM3_4670_4660+PM4_3340_3341+PM4_3341_4040+PM4_4040_4410+PM7_4150_4290+PM7_4200_4410+PM7_4290_4200+PM7_4410_4620+PM7_4580_4820+PM7_4620_4580+PM7_4820_0001+PS0_6150_6160+PS0_6160_6161+PS1_4790_4830+PS1_4830_5080+PS2_5550_5560+PS2_5560_5100+PS2_6420_6360+PS2_6490_6420+PS2_6660_6490+PS2_6730_6660+PS3_5100_5080+PS3_5990_6161+PS3_6161_6280+PS3_6280_6230+PS3_6460_6230+PS4_5080_4380+PS4_5840_5240+PS4_6230_6360+PS4_6360_5840+PS5_4370_4150+PS5_4380_4370+PS5_5200_4380+PS5_5240_5200+PU0_3000_3090+PU0_3601_3602+PU0_3611_3530+PU0_3751_3752+PU0_3871_3690+PU0_5620_5380+PU0_6080_5620+PU1_3030_3440+PU1_3100_3690+PU1_3170_3580+PU1_3580_3780+PU1_3850_4190+PU1_3940_3970+PU1_4190_4300+PU1_4300_4440+PU1_4760_4450+PU1_4840_4760+PU1_5380_5050+PU1_5520_5210+PU1_5820_5380+PU2_2790_3290+PU2_2840_3080+PU2_3080_3640+PU2_3090_4050+PU2_3140_3680+PU2_3180_3370+PU2_3370_4020+PU2_3630_3590+PU2_3770_3600+PU2_3900_3750+PU2_4050_4180+PU2_4160_3930+PU2_4220_3900+PU2_4340_3860+PU2_4360_4160+PU2_4720_4750+PU2_4730_4220+PU2_4750_4450+PU2_5190_4310+PU2_5700_5210+PU2_6050_5190+PU3_2510_3290+PU3_3290_3390+PU3_3390_3730+PU3_3680_3890+PU3_3860_3610+PU3_4280_3860+PU3_4450_4440+PU3_5210_5050+PU4_3780_3930+PU4_3890_3990+PU4_3970_3890+PU4_3990_3780+PU4_4210_4170+PU4_4310_4210+PU4_4440_3970+PU4_5050_4310+PU5_3930_4170+PU5_4170_4020"
"116","PU6_3602_3730",1618000,5953,5965.175,-0.20452,"PM0_4640_4820+PM1_3120_3400+PM1_3450_3400+PM1_3510_4000+PM1_3710_4040+PM1_4000_4290+PM1_4250_4500+PM1_4430_4200+PM1_4500_4580+PM2_2860_3040+PM2_3400_3340+PM2_4860_4670+PM3_3040_3340+PM3_4660_4620+PM3_4670_4660+PM4_3340_3341+PM4_3341_4040+PM4_4040_4410+PM7_4150_4290+PM7_4200_4410+PM7_4290_4200+PM7_4410_4620+PM7_4580_4820+PM7_4620_4580+PM7_4820_0001+PS0_6150_6160+PS0_6160_6161+PS1_4790_4830+PS1_4830_5080+PS2_5550_5560+PS2_5560_5100+PS2_6420_6360+PS2_6490_6420+PS2_6660_6490+PS2_6730_6660+PS3_5100_5080+PS3_5990_6161+PS3_6161_6280+PS3_6280_6230+PS3_6460_6230+PS4_5080_4380+PS4_5840_5240+PS4_6230_6360+PS4_6360_5840+PS5_4370_4150+PS5_4380_4370+PS5_5200_4380+PS5_5240_5200+PU0_3000_3090+PU0_3601_3602+PU0_3611_3530+PU0_3751_3752+PU0_3871_3690+PU0_5620_5380+PU0_6080_5620+PU1_3030_3440+PU1_3100_3690+PU1_3170_3580+PU1_3580_3780+PU1_3850_4190+PU1_3940_3970+PU1_4190_4300+PU1_4300_4440+PU1_4760_4450+PU1_4840_4760+PU1_5380_5050+PU1_5520_5210+PU1_5820_5380+PU2_2790_3290+PU2_2840_3080+PU2_3080_3640+PU2_3090_4050+PU2_3140_3680+PU2_3180_3370+PU2_3370_4020+PU2_3630_3590+PU2_3770_3600+PU2_3900_3750+PU2_4050_4180+PU2_4160_3930+PU2_4220_3900+PU2_4340_3860+PU2_4360_4160+PU2_4720_4750+PU2_4730_4220+PU2_4750_4450+PU2_5190_4310+PU2_5700_5210+PU2_6050_5190+PU3_2510_3290+PU3_3290_3390+PU3_3390_3730+PU3_3680_3890+PU3_3860_3610+PU3_4280_3860+PU3_4450_4440+PU3_5210_5050+PU4_3780_3930+PU4_3890_3990+PU4_3970_3890+PU4_3990_3780+PU4_4210_4170+PU4_4310_4210+PU4_4440_3970+PU4_5050_4310+PU5_3930_4170+PU5_4170_4020+PU6_3440_3590+PU6_3530_3440+PU6_3590_3640+PU6_3600_3602+PU6_3602_3730"
"117","RU2_5220_5640",1664000,619,607.0334,1.933215,"RU2_5220_5640"
"118","RU3_6170_6040",1667500,468,467.7951,0.04378,"RU2_5220_5640+RU2_5500_5610+RU2_5810_5610+RU2_5940_6200+RU2_6090_6220+RU2_6200_6170+RU2_6220_6170+RU3_5610_5640+RU3_6170_6040"
"119","WM3_3880_4060",1589000,285,284.8684,0.046177,"WM0_3881_3880+WM1_3882_3880+WM3_3880_4060"
"120","WU2_3020_3320",1582500,160,159.4215,0.361567,"WU0_3021_3020+WU1_3350_3490+WU1_3490_3480+WU2_3020_3320"
"121","XU2_4070_4330",1591610,78.6,78.9489,-0.4439,"XU0_4090_4270+XU0_4091_4270+XU0_4130_4070+XU2_4070_4330"
"122","XU2_4330_4480",1592500,132,132.5037,-0.38159,"XU0_4090_4270+XU0_4091_4270+XU0_4130_4070+XU2_4070_4330+XU2_4270_4650+XU2_4330_4480"
"123","XU2_4270_4650",1594440,348,341.9843,1.72865,"XU0_4090_4270+XU0_4091_4270+XU0_4130_4070+XU2_4070_4330+XU2_4270_4650"
"124","YM1_6370_6620",1674500,603,597.217,0.959039,"YM1_6370_6620"
"125","YP3_6330_6700",1671020,462,463.538,-0.3329,"YP1_6570_6680+YP1_6680_6670+YP2_6390_6330+YP3_6330_6700"
"126","YP4_6720_6750",1673000,1078,1101.601,-2.18931,"YP1_6570_6680+YP1_6680_6670+YP2_6390_6330+YP3_6330_6700+YP3_6470_6690+YP3_6670_6720+YP3_6690_6720+YP3_6700_6670+YP4_6720_6750"
"127","PL0_5000_0001",1653000,33.9,34.7995,-2.65339,"EL1_5150_0001+EL0_5400_0001+EL1_5430_0001+EL1_5570_0001+EL1_6000_0001+EM2_3980_0001+EM2_4100_0001+EU1_2650_0001+EU1_2810_0001+EU2_3520_0001+EU0_3830_0001+JB0_7051_0001+JB0_7052_0001+WU0_3250_0001+PL0_4510_0001+PL1_4540_0001+PL0_5830_0001+PL1_5910_0001+RL0_6540_0001+XL0_5320_0001+JB2_7800_0001+JB1_8090_0001+PL1_5230_0001+PL0_5000_0001"
"128","PM4_3341_4040",1643000,817,815.7846,0.148767,"PM0_4640_4820+PM1_3120_3400+PM1_3450_3400+PM1_3510_4000+PM1_3710_4040+PM1_4000_4290+PM1_4250_4500+PM1_4430_4200+PM1_4500_4580+PM2_2860_3040+PM2_3400_3340+PM2_4860_4670+PM3_3040_3340+PM3_4660_4620+PM3_4670_4660+PM4_3340_3341+PM4_3341_4040"
"129","PS2_5560_5100",1633000,508,508.966,-0.19016,"PM0_4640_4820+PM1_3120_3400+PM1_3450_3400+PM1_3510_4000+PM1_3710_4040+PM1_4000_4290+PM1_4250_4500+PM1_4430_4200+PM1_4500_4580+PM2_2860_3040+PM2_3400_3340+PM2_4860_4670+PM3_3040_3340+PM3_4660_4620+PM3_4670_4660+PM4_3340_3341+PM4_3341_4040+PM4_4040_4410+PM7_4150_4290+PM7_4200_4410+PM7_4290_4200+PM7_4410_4620+PM7_4580_4820+PM7_4620_4580+PM7_4820_0001+PS0_6150_6160+PS0_6160_6161+PS1_4790_4830+PS1_4830_5080+PS2_5550_5560+PS2_5560_5100"
"130","RL1_6180_0001",1668500,45.6,44.5879,2.219521,"EL1_5150_0001+EL0_5400_0001+EL1_5430_0001+EL1_5570_0001+EL1_6000_0001+EM2_3980_0001+EM2_4100_0001+EU1_2650_0001+EU1_2810_0001+EU2_3520_0001+EU0_3830_0001+JB0_7051_0001+JB0_7052_0001+WU0_3250_0001+PL0_4510_0001+PL1_4540_0001+PL0_5830_0001+PL1_5910_0001+RL0_6540_0001+XL0_5320_0001+JB2_7800_0001+JB1_8090_0001+PL1_5230_0001+PL0_5000_0001+PL0_5070_0001+PL0_5510_0001+PL0_5720_0001+PL0_5750_0001+RL1_6180_0001"
"131","RU5_6030_0001",1668000,1595,1597.503,-0.15693,"RU2_5220_5640+RU2_5500_5610+RU2_5810_5610+RU2_5940_6200+RU2_6090_6220+RU2_6200_6170+RU2_6220_6170+RU3_5610_5640+RU3_6170_6040+RU4_5640_6030+RU4_6040_6030+RU5_6030_0001"
"132","JL6_6740_7100",2037000,66.6,6768.83,-10063.4,"JL1_6560_6440+JL1_6760_6910+JL1_6770_6850+JL1_6910_6960+JL1_6940_7200+JL1_7080_7190+JL1_7170_6800+JL1_7190_7250+JL1_7200_7250+JL1_7530_7430+JL2_6240_6520+JL2_6440_6441+JL2_6441_6520+JL2_6850_6890+JL2_7110_7120+JL2_7120_6970+JL2_7240_7350+JL2_7250_7090+JL2_7350_7090+JL3_7020_7100+JL3_7090_7150+JL4_6520_6710+JL4_6710_6740+JL6_6740_7100"
"133","JU4_7330_7000",2016000,461,3428.74,-643.761,"JL1_6560_6440+JL1_6760_6910+JL1_6770_6850+JL1_6910_6960+JL1_6940_7200+JL1_7080_7190+JL1_7170_6800+JL1_7190_7250+JL1_7200_7250+JL1_7530_7430+JL2_6240_6520+JL2_6440_6441+JL2_6441_6520+JL2_6850_6890+JL2_7110_7120+JL2_7120_6970+JL2_7240_7350+JL2_7250_7090+JL2_7350_7090+JL3_7020_7100+JL3_7090_7150+JL4_6520_6710+JL4_6710_6740+JL6_6740_7100+JL6_6890_6990+JL6_6960_6970+JL6_6970_6740+JL6_6990_6960+JL6_7150_6890+JL6_7160_7440+JL6_7320_7150+JL6_7430_7320+JL6_7440_7430+JL7_6800_7070+JL7_7030_6800+JL7_7070_0001+JL7_7100_7030+JU1_6290_6590+JU1_6300_6650+JU1_6340_6650+JU1_6590_6600+JU1_6880_7260+JU1_7560_7500+JU1_7630_7490+JU1_7690_7490+JU1_7750_7560+JU2_6410_6640+JU2_6600_6810+JU2_6810_6900+JU2_7140_7330+JU2_7180_7380+JU2_7360_7000+JU2_7450_7360+JU3_6380_6900+JU3_6640_6790+JU3_6650_7300+JU3_6790_7260+JU3_6900_6950+JU3_6950_7330+JU3_7400_7510+JU3_7490_7400+JU4_7000_7300+JU4_7260_7380+JU4_7330_7000"
"134","PL1_5060_0000",1653600,39.5,23.3324,40.93063,"PL1_5060_0000"
"135","PL7_4910_0000",1646580,11570,0.546141,99.99528,"PL7_4910_0000"
