"","Overall.Mean.Flow","Jan..Low.Flow","Feb..Low.Flow","Mar..Low.Flow","Apr..Low.Flow","May.Low.Flow","Jun..Low.Flow","Jul..Low.Flow","Aug..Low.Flow","Sep..Low.Flow","Oct..Low.Flow","Nov..Low.Flow","Dec..Low.Flow","Jan..Mean.Flow","Feb..Mean.Flow","Mar..Mean.Flow","Apr..Mean.Flow","May.Mean.Flow","Jun..Mean.Flow","Jul..Mean.Flow","Aug..Mean.Flow","Sep..Mean.Flow","Oct..Mean.Flow","Nov..Mean.Flow","Dec..Mean.Flow","Min..1.Day.Min","Med..1.Day.Min.","Min..3.Day.Min","Med..3.Day.Min.","Min..7.Day.Min","Med..7.Day.Min.","Min..30.Day.Min","Med..30.Day.Min.","Min..90.Day.Min","Med..90.Day.Min.","X7Q10","Year.of.90.Day.Low.Flow","X1..Non.Exceedance","X5..Non.Exceedance","X50..Non.Exceedance","X95..Non.Exceedance","X99..Non.Exceedance","Sept..10..Non.Exceedance","Mean.Baseflow","Jan..High.Flow","Feb..High.Flow","Mar..High.Flow","Apr..High.Flow","May.High.Flow","Jun..High.Flow","Jul..High.Flow","Aug..High.Flow","Sep..High.Flow","Oct..High.Flow","Nov..High.Flow","Dec..High.Flow","Max..1.Day.Max","Med..1.Day.Max.","Max..3.Day.Max","Med..3.Day.Max.","Max..7.Day.Max","Med..7.Day.Max.","Max..30.Day.Max","Med..30.Day.Max.","Max..90.Day.Max","Med..90.Day.Max.","Drought.Year.Mean"
"TU5_9000_9280",1280,179,310,509,778,1060,1130,754,444,395,247,262,181,1860,2650,2400,1790,1270,893,611,572,515,572,867,1420,22.4,88.8,23.7,98.3,25.8,105,60.5,168,152,328,44.5,1988,80.3,142,781,3740,8210,116,723,669,1960,2570,4900,6420,6280,3100,3700,1670,1060,758,708,31300,12100,20700,9010,12900,6230,7310,3600,5230,2550,1280
"TU1_9010_9290",106,14.9,20.9,41.1,69.5,94.6,92.9,64.6,37.7,31.3,24.9,22.7,16.1,160,231,205,154,103,70.1,50.7,44,37.1,39.4,66.6,118,1.85,8.44,1.96,8.88,2.3,9.8,4.9,15.1,14.7,29.4,3.52,1995,6.01,11.9,61.3,306,715,11.1,59.4,41.4,101,227,441,557,547,266,202,102,84.6,68.3,50.8,4010,1210,1920,761,1250,525,609,326,457,215,106
"TU3_9040_9180",189,34.5,54.5,71.3,112,152,175,131,92.1,84.2,54.3,56.4,43.2,247,347,353,269,189,153,112,108,92.3,95.8,132,183,7.43,21.9,7.63,22.7,8.4,24,16.1,33,38.8,64.9,12.5,1988,18,30.6,129,502,1050,27.4,119,90.7,189,261,782,781,974,461,401,232,175,150,123,3880,1970,2560,1310,1590,764,954,460,662,380,189
"TU3_9060_9230",176,22,45.8,72.1,85,102,93.7,62,45.5,35.6,21.3,19,20.5,245,332,281,219,172,111,83.3,75.7,94.8,87.5,176,242,1.66,9.82,2.16,10.9,3.1,12.9,9.26,25.1,25.1,49.9,4.61,1997,8.52,17.6,99.6,564,1430,13.6,70,249,739,907,1250,1220,966,653,665,354,259,333,195,5960,2910,3250,1550,1830,1040,824,442,615,302,176
"TU2_9070_9090",291,49.9,72.7,106,163,257,281,206,149,131,83.1,73.1,59.7,393,552,549,427,295,237,171,157,132,137,186,278,6.47,25.8,6.75,27.4,8.25,30,15.2,45.7,42.4,87.6,12.9,1985,19.8,38.6,196,783,1690,33.8,183,125,261,409,1120,1130,1510,764,619,344,272,214,176,6790,2760,4440,1880,2850,1140,1600,735,1080,624,291
"TU2_9100_9200",168,31.5,54.1,72.1,84.4,110,137,97.9,68.5,56.3,39.3,39.1,29.3,221,298,305,225,165,131,96.2,95.5,84.3,89.3,132,177,3.89,17.9,4.03,18.7,4.53,21.4,10.5,27.4,35.2,53.9,7.06,1988,11,24.2,112,461,965,22.1,94,96,214,408,694,822,821,466,409,227,177,110,123,3690,1450,2320,1060,1330,658,814,403,531,287,168
"TU3_9180_9090",487,92.8,157,207,281,326,431,314,221,193,129,127,98.1,641,872,895,674,485,387,285,277,240,251,361,497,15.9,54.1,16.2,57.4,18,63.3,36.5,75.5,102,168,27.4,1988,42.1,76,332,1320,2670,68.2,294,251,612,942,2020,2170,2730,1240,1100,630,497,328,338,9370,3880,6690,2900,4030,1900,2400,1190,1610,875,487
"TU2_9200_9180",275,52.1,88.8,117,144,184,222,163,114,93.4,65.9,65.2,48.2,364,486,500,371,272,215,158,156,138,146,215,292,6.72,30.8,6.93,31.8,7.78,36.1,17.5,45.2,57.2,90.9,11.5,1988,18.3,39.8,185,759,1590,37.2,155,155,358,675,1170,1380,1310,768,675,369,289,177,198,5850,2480,3870,1720,2240,1100,1340,665,866,473,275
"TU1_9220_9200",97.1,18.1,31.6,42,50.5,65.5,77.5,57.1,39.3,32.1,22.7,23.1,16.8,130,169,176,131,96.3,75.8,55.2,54.8,48.9,51.6,76.8,105,2.27,10.1,2.34,10.7,2.64,12.4,5.91,16.1,19.6,32.4,3.7,1988,6.22,13.7,65.1,273,558,13,54.8,55.5,132,246,420,486,503,277,239,134,100,65.6,68.1,2070,862,1400,584,816,397,473,237,301,168,97.1
"TU3_9230_9260",534,76.7,147,196,280,341,299,213,155,119,85.2,83.6,73.5,753,1050,917,692,514,343,245,234,263,257,474,695,4.85,43.9,5.78,45.9,8.48,51.2,26.6,77.9,81.1,159,13.6,1999,30.5,61,320,1630,3840,44.2,242,590,1820,1920,2510,3320,2770,1490,1440,661,546,977,530,15900,6540,8950,4270,5380,2810,2840,1400,2140,1020,534
